bjd,flux,error
2460172.5598236537,0.9974949510955056,1.0022096937078435
2460172.559916427,0.9988395652470503,1.0022096937078435
2460172.5600090525,1.0009204560966831,1.0022096937078435
2460172.560101781,1.0031950451366392,1.0022096937078435
2460172.560194427,1.000585601071525,1.0022096937078435
2460172.560287081,1.0008736470375488,1.0022096937078435
2460172.560379771,1.0028286622699407,1.0022096937078435
2460172.560472197,0.9996116708869824,1.0022096937078435
2460172.560564812,1.0002273713649312,1.0022096937078435
2460172.560657439,0.9999501144892154,1.0022096937078435
2460172.560750078,0.9992924293197329,1.0022096937078435
2460172.560843216,1.0003646713719767,1.0022096937078435
2460172.5609358097,0.9991093229054431,1.0022096937078435
2460172.561028498,1.001788393898182,1.0022096937078435
2460172.561121192,0.9969569140158177,1.0022096937078435
2460172.561213986,0.9973009027875777,1.0022096937078435
2460172.561306607,1.0019490397318112,1.0022096937078435
2460172.561399333,0.9997451045108301,1.0022096937078435
2460172.561491989,1.0020759784558742,1.0022096937078435
2460172.5615848186,0.9995709569515107,1.0022096937078435
2460172.561677515,0.9996216819822674,1.0022096937078435
2460172.561770315,1.0037111140212631,1.0022096937078435
2460172.5618630517,0.9986670056363479,1.0022096937078435
2460172.561955705,1.0007653103762755,1.0022096937078435
2460172.5620483737,1.002600570150356,1.0022096937078435
2460172.562141147,1.0008709638505213,1.0022096937078435
2460172.5622338317,0.9995623894113097,1.0022096937078435
2460172.5623266543,0.9994640312437354,1.0022096937078435
2460172.562419246,1.0014044519578713,1.0022096937078435
2460172.562511974,1.0011157063931642,1.0022096937078435
2460172.5626047426,1.0010072261735765,1.0022096937078435
2460172.5626973747,1.0022312393042376,1.0022096937078435
2460172.5627900017,1.0002824180404304,1.0022096937078435
2460172.56288288,0.9981880610668097,1.0022096937078435
2460172.5629757005,1.0028201099211629,1.0022096937078435
2460172.563068262,0.9999753904996047,1.0022096937078435
2460172.563160809,0.9999854342522256,1.0022096937078435
2460172.5632535457,1.0020298439471702,1.0022096937078435
2460172.5633463473,0.9994277991323804,1.0022096937078435
2460172.563439028,1.0000349703282247,1.0022096937078435
2460172.563531817,1.0016763264130857,1.0022096937078435
2460172.563624769,1.000357786937168,1.0022096937078435
2460172.563717483,1.0013506280772664,1.0022096937078435
2460172.5638101646,1.000393116146582,1.0022096937078435
2460172.5639029974,0.996455623699122,1.0022096937078435
2460172.5639958032,0.996208259329132,1.0022096937078435
2460172.564088598,1.0003481978277236,1.0022096937078435
2460172.5641813516,0.9996507318832331,1.0022096937078435
2460172.5642741392,1.0016569865649196,1.0022096937078435
2460172.5643668934,1.0006593357331708,1.0022096937078435
2460172.564459739,1.0028603189222782,1.0022096937078435
2460172.564552841,1.0000626704719744,1.0022096937078435
2460172.564645565,0.9987557314881769,1.0022096937078435
2460172.564738253,1.0005047687928148,1.0022096937078435
2460172.564830969,0.9997851028317056,1.0022096937078435
2460172.56492356,0.9978736642779603,1.0022096937078435
2460172.565016274,0.9992220500110487,1.0022096937078435
2460172.5651091067,0.9993713105232886,1.0022096937078435
2460172.56520179,0.9986121019245704,1.0022096937078435
2460172.5652945223,0.9976932763817051,1.0022096937078435
2460172.5653873333,1.0005221997382994,1.0022096937078435
2460172.5654799803,1.0014485117486989,1.0022096937078435
2460172.56557272,0.9992904520197611,1.0022096937078435
2460172.5656655096,0.9991447051271332,1.0022096937078435
2460172.565758196,0.9986476004607611,1.0022096937078435
2460172.5658509815,1.002477767610653,1.0022096937078435
2460172.565944527,1.0012667772067658,1.0022096937078435
2460172.566037349,0.9994061476476414,1.0022096937078435
2460172.566129934,1.0027477133247178,1.0022096937078435
2460172.5662227487,0.99885678865108,1.0022096937078435
2460172.566315405,0.9987327846383777,1.0022096937078435
2460172.566408027,0.9987842312216311,1.0022096937078435
2460172.5665008244,0.9980928713525784,1.0022096937078435
2460172.5665935525,0.9996826810952163,1.0022096937078435
2460172.566686531,0.9998064127685267,1.0022096937078435
2460172.566779162,0.9975668774059379,1.0022096937078435
2460172.5668717753,0.999719746228184,1.0022096937078435
2460172.5669644154,1.000878577482506,1.0022096937078435
2460172.567057162,0.9941727741713179,1.0022096937078435
2460172.5671499693,0.9990802471506537,1.0022096937078435
2460172.5672427104,0.9971405386446843,1.0022096937078435
2460172.5673355204,1.0001694880712348,1.0022096937078435
2460172.5674284175,0.9961374450770758,1.0022096937078435
2460172.5675211144,1.0015199571324875,1.0022096937078435
