bjd,flux,error
2460172.5598311066,1.0009960799939492,1.0022986120766577
2460172.5599238817,0.9977876340783651,1.0022986120766577
2460172.5600165725,0.9986321367844322,1.0022986120766577
2460172.5601095282,1.0001590883848006,1.0022986120766577
2460172.5602024077,0.9992085943017838,1.0022986120766577
2460172.560295032,1.0005841831570743,1.0022986120766577
2460172.5603878666,0.9984834947611024,1.0022986120766577
2460172.560480573,0.9963107145405056,1.0022986120766577
2460172.5605734047,0.997197488459077,1.0022986120766577
2460172.5606662636,1.0011242563404041,1.0022986120766577
2460172.5607589283,1.0020061493276335,1.0022986120766577
2460172.560851749,1.0002274762030678,1.0022986120766577
2460172.560944617,0.9985343070551698,1.0022986120766577
2460172.561037424,0.9999507971330178,1.0022986120766577
2460172.56112997,0.9994866354591835,1.0022986120766577
2460172.5612223526,1.0009768852365544,1.0022986120766577
2460172.561315102,1.0012551432249874,1.0022986120766577
2460172.561407716,1.0022924617658076,1.0022986120766577
2460172.561500437,0.9984552311301482,1.0022986120766577
2460172.561592824,1.001609036169906,1.0022986120766577
2460172.561685629,1.0016706076992563,1.0022986120766577
2460172.561778566,1.0027225118236582,1.0022986120766577
2460172.561872356,1.0012684100793208,1.0022986120766577
2460172.561965265,1.0032027642733012,1.0022986120766577
2460172.562058191,1.0002481142411574,1.0022986120766577
2460172.562151073,1.0021016747489515,1.0022986120766577
2460172.562244049,1.0034398173234587,1.0022986120766577
2460172.5623369734,0.9974996216679739,1.0022986120766577
2460172.562429814,1.0018729141842677,1.0022986120766577
2460172.5625227257,0.9988922345961817,1.0022986120766577
2460172.562615568,1.0006753792964136,1.0022986120766577
2460172.562708486,0.9990474899213145,1.0022986120766577
2460172.562801496,1.0014167552263666,1.0022986120766577
2460172.5628943583,0.999465223355432,1.0022986120766577
2460172.562987153,0.9985592562150892,1.0022986120766577
2460172.5630799523,0.9977972528178782,1.0022986120766577
2460172.563172825,1.001960467573642,1.0022986120766577
2460172.5632656654,0.99990168071281,1.0022986120766577
2460172.5633584503,1.0027781917187697,1.0022986120766577
2460172.563451392,1.0029190536324546,1.0022986120766577
2460172.5635443223,0.9978882176890457,1.0022986120766577
2460172.56363751,0.9974240933832753,1.0022986120766577
2460172.5637306524,1.0010780864727815,1.0022986120766577
2460172.5638234075,0.99809227094568,1.0022986120766577
2460172.5639163614,1.0001675992934609,1.0022986120766577
2460172.56400906,0.9965780121302911,1.0022986120766577
2460172.5641020043,0.9997883425431645,1.0022986120766577
2460172.564194677,0.9982922420218064,1.0022986120766577
2460172.5642874655,1.0024579261324984,1.0022986120766577
2460172.564380277,0.9997920973847614,1.0022986120766577
2460172.5644729664,1.0023925764930652,1.0022986120766577
2460172.5645656805,1.004980229724399,1.0022986120766577
2460172.564658548,0.9990769090711715,1.0022986120766577
2460172.56475126,1.0006614884235447,1.0022986120766577
2460172.564844182,1.0032677518023554,1.0022986120766577
2460172.5649369475,1.0011603831530493,1.0022986120766577
2460172.5650299513,1.002617774004796,1.0022986120766577
2460172.5651226435,0.9958902995304503,1.0022986120766577
2460172.5652156565,0.9979947685769408,1.0022986120766577
2460172.5653082286,0.9997720663588203,1.0022986120766577
2460172.5654010456,1.0006067184324967,1.0022986120766577
2460172.5654938086,1.000954760376985,1.0022986120766577
2460172.5655865837,0.9983140666447953,1.0022986120766577
2460172.565679408,0.9980910154355384,1.0022986120766577
2460172.5657721744,0.9981194623498764,1.0022986120766577
2460172.56586489,1.0013355869308203,1.0022986120766577
2460172.5659575704,1.0015123549737326,1.0022986120766577
2460172.566050331,0.996640097877092,1.0022986120766577
2460172.5661429767,1.0024016438970884,1.0022986120766577
2460172.5662358743,1.001094336324067,1.0022986120766577
2460172.566328583,0.9949630608853748,1.0022986120766577
2460172.5664214487,0.9991787775680525,1.0022986120766577
2460172.566514236,0.998794043501937,1.0022986120766577
2460172.5666070455,0.9992151423567666,1.0022986120766577
2460172.5666999086,0.994801161035431,1.0022986120766577
2460172.566792875,1.0026593786811502,1.0022986120766577
2460172.566885783,1.0000315813274412,1.0022986120766577
2460172.566978479,0.9982256555038411,1.0022986120766577
2460172.5670716674,0.9983566194171731,1.0022986120766577
2460172.567164043,1.005217894397215,1.0022986120766577
2460172.567256794,0.9970206807434489,1.0022986120766577
2460172.5673494553,0.9999870688493231,1.0022986120766577
2460172.567442471,0.9968211816534536,1.0022986120766577
2460172.567535246,0.9993950734261334,1.0022986120766577
2460172.567627853,1.000236739997961,1.0022986120766577
2460172.5677206595,1.0033123681822365,1.0022986120766577
2460172.5678134337,1.001502271435771,1.0022986120766577
2460172.567906086,0.9895122246140995,1.0022986120766577
2460172.567998956,0.9940321379243235,1.0022986120766577
2460172.568091737,1.001830093908878,1.0022986120766577
2460172.5681849625,0.9981599541563888,1.0022986120766577
2460172.5682778764,1.000216740623161,1.0022986120766577
2460172.5683706943,0.9995534339920225,1.0022986120766577
2460172.568463584,0.9956179278142288,1.0022986120766577
2460172.5685562207,1.000780291453751,1.0022986120766577
2460172.5686490717,1.000616929520407,1.0022986120766577
2460172.5687419907,0.9984514546515104,1.0022986120766577
2460172.5688347504,0.9966199431499243,1.0022986120766577
2460172.5689277058,0.9994245499817316,1.0022986120766577
2460172.5690206126,1.0036075254206411,1.0022986120766577
2460172.569113365,1.0004988900980032,1.0022986120766577
2460172.5692061787,0.996208727667112,1.0022986120766577
2460172.5692991707,0.999357218274563,1.0022986120766577
2460172.5693920474,0.9978950185985417,1.0022986120766577
2460172.5694850045,1.000129940042252,1.0022986120766577
2460172.5695779417,0.9976942669058185,1.0022986120766577
2460172.5696708644,0.9989670952329633,1.0022986120766577
2460172.5697639394,1.0004805614792154,1.0022986120766577
2460172.56985689,1.0002473279210684,1.0022986120766577
2460172.569949766,1.0000326136718178,1.0022986120766577
2460172.5700426055,1.0005570637892762,1.0022986120766577
2460172.5701355864,1.0005929879501063,1.0022986120766577
2460172.5702284276,0.9977875563907327,1.0022986120766577
2460172.57032121,0.9985318874712722,1.0022986120766577
2460172.570414149,0.9985241191644704,1.0022986120766577
2460172.5705069765,0.9999899698229326,1.0022986120766577
2460172.570599846,0.9995585253200615,1.0022986120766577
2460172.57069274,0.9938752824808121,1.0022986120766577
2460172.5707852715,1.0035511996060118,1.0022986120766577
2460172.5708781146,1.0009639731353683,1.0022986120766577
2460172.570970923,0.9975410649101335,1.0022986120766577
2460172.5710638133,0.9968499334165077,1.0022986120766577
2460172.571156696,1.004159249830998,1.0022986120766577
2460172.571249442,1.0042215010412114,1.0022986120766577
2460172.5713420254,1.0013560809587576,1.0022986120766577
2460172.5714347004,0.9964394529538828,1.0022986120766577
2460172.571527509,1.0028011165020803,1.0022986120766577
2460172.571620427,0.9992431252294419,1.0022986120766577
2460172.571713358,1.0018351805916348,1.0022986120766577
2460172.571806158,1.0029974659694885,1.0022986120766577
2460172.5718992283,1.001213320630145,1.0022986120766577
2460172.5719921105,1.00031238990053,1.0022986120766577
2460172.572084996,1.0010669045325653,1.0022986120766577
2460172.572178035,1.0012947828415055,1.0022986120766577
