bjd,flux,error
2460172.559844866,0.9998417520095358,0.002035741261505135
2460172.55997222,1.0022025506132093,0.002035741261505135
2460172.560099627,0.9990673326543721,0.002035741261505135
2460172.5602267594,0.9998935636666157,0.002035741261505135
2460172.560354006,1.0014264887921884,0.002035741261505135
2460172.560481371,0.9951695789998961,0.002035741261505135
2460172.5606086734,0.9983378653918052,0.002035741261505135
2460172.560735936,0.999487446394116,0.002035741261505135
2460172.560862984,1.0014027650862354,0.002035741261505135
2460172.560990376,1.0036322027975844,0.002035741261505135
2460172.5611176724,0.999477777779781,0.002035741261505135
2460172.5612461385,0.9976125543286877,0.002035741261505135
2460172.561373458,1.0013996537421908,0.002035741261505135
2460172.561500799,0.9990430334183655,0.002035741261505135
2460172.5616280986,0.9993040703974215,0.002035741261505135
2460172.5617554537,1.0006103023249433,0.002035741261505135
2460172.561883757,1.001433220518802,0.002035741261505135
2460172.5620109644,1.0022740278265885,0.002035741261505135
2460172.56213838,1.0004242869093232,0.002035741261505135
2460172.5622662725,1.0027387592981882,0.002035741261505135
2460172.562393577,0.9956016822368776,0.002035741261505135
2460172.5625209417,0.9981879203949761,0.002035741261505135
2460172.5626481795,0.9974553388163574,0.002035741261505135
2460172.5627755355,1.0000176126864126,0.002035741261505135
2460172.562903503,0.9974860028688584,0.002035741261505135
2460172.5630307174,1.0005936007870677,0.002035741261505135
2460172.5631582416,0.9952748304988777,0.002035741261505135
2460172.563285324,0.9974440336524776,0.002035741261505135
2460172.563412623,0.995375431776604,0.002035741261505135
2460172.5635398845,0.9994403291964967,0.002035741261505135
2460172.563667168,0.9975377028219011,0.002035741261505135
2460172.563794366,1.0013263338857343,0.002035741261505135
2460172.5639216444,1.0025411194669454,0.002035741261505135
2460172.564048868,0.9961755622606566,0.002035741261505135
2460172.564176231,0.9980021526149528,0.002035741261505135
2460172.564303647,1.0014900045129485,0.002035741261505135
2460172.5644308687,1.0021918587743555,0.002035741261505135
2460172.564558203,1.0040378972796014,0.002035741261505135
2460172.5646855095,1.000005945232926,0.002035741261505135
2460172.564812826,0.9994239277293939,0.002035741261505135
2460172.5649401937,0.9961445414949287,0.002035741261505135
2460172.565067596,0.996571972982593,0.002035741261505135
2460172.565195296,1.0062242603917542,0.002035741261505135
2460172.5653226655,1.0029732343598499,0.002035741261505135
2460172.565450014,1.00038288451783,0.002035741261505135
2460172.5655774497,0.9995627581878517,0.002035741261505135
2460172.5657047955,0.9996638125335433,0.002035741261505135
2460172.565832065,0.996642848240822,0.002035741261505135
2460172.565959587,0.9989064399623226,0.002035741261505135
2460172.566086925,0.9971942960363045,0.002035741261505135
2460172.566214265,1.0025727793854506,0.002035741261505135
2460172.566341656,0.999994460102825,0.002035741261505135
2460172.5664688544,0.9981290557363356,0.002035741261505135
2460172.5665963143,0.9971918379455308,0.002035741261505135
2460172.566724586,0.997685280465597,0.002035741261505135
2460172.5668521253,1.0026432972277393,0.002035741261505135
2460172.5669796057,0.9986500794338599,0.002035741261505135
2460172.5671069515,0.9989661643841996,0.002035741261505135
2460172.567234263,0.9934785012984966,0.002035741261505135
2460172.5673614694,0.9970544163921786,0.002035741261505135
2460172.5674886904,1.0007224836044346,0.002035741261505135
2460172.5676160604,1.0016108971906585,0.002035741261505135
2460172.5677444045,1.000378127840276,0.002035741261505135
2460172.5678716986,0.992320869706876,0.002035741261505135
2460172.567999232,0.9997573351262666,0.002035741261505135
2460172.5681265783,1.0023545282596629,0.002035741261505135
2460172.568254092,0.9984042520249178,0.002035741261505135
2460172.5683815493,0.9993476330968861,0.002035741261505135
2460172.56850893,0.9944576736721521,0.002035741261505135
2460172.5686362875,1.001274335052209,0.002035741261505135
2460172.5687636877,0.9955994762411012,0.002035741261505135
2460172.5688906503,0.9991750011326864,0.002035741261505135
2460172.56901795,0.998106614950743,0.002035741261505135
2460172.5691452287,1.0023455291260919,0.002035741261505135
2460172.5692726756,1.0009779320137113,0.002035741261505135
2460172.5694000367,0.9979510985444393,0.002035741261505135
2460172.5695273248,0.9989446940992686,0.002035741261505135
2460172.569654593,0.9991919522007363,0.002035741261505135
2460172.569781897,1.0000233499072155,0.002035741261505135
